Message ID,From,Subject,Date Sent,Date Received,Attachments Count,Body Snippet,Spam or Normal
17cff3fd90af85f5,19bds@vitstudent.ac.in,FW: Internship Opportunity at Suncor Innovations,"Nov 08, 2021, 16:41:35","Nov 08, 2021, 16:42:27",0,"Forwarding an internship call from Suncor Innovations , a project under pre incubation support at VITTBI Regards Dr.A.Balachandran Senior General Manager VITTBI From: AAKASH BHANDARI 19BME0540 [mailto:",Normal
17cf002fb0d085f8,19bds@vitstudent.ac.in,FW: International webinar - choose your engineering major,"Nov 05, 2021, 10:39:22","Nov 05, 2021, 17:41:40",0,"Kind Attn : Final Year Students International webinar - choose your engineering major - ESILV, Ecole Supérieure d'Ingénieurs Léonard de Vinci (The Leonard de Vinci Engineering School is an",Normal
17cfee3ba3ad8bf9,noreply@email.teams.microsoft.com,Mohan and Ilanthenral posted messages,"Nov 08, 2021, 15:01:47","Nov 08, 2021, 15:01:50",5,G1+TG!_DCS_CSE3049Play ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17ce0a26f5693c9e,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Don’t Miss Out on Microsoft’s Internship Opportunity!","Nov 02, 2021, 18:01:20","Nov 02, 2021, 18:01:54",0,Got Questions? Please visit FutureSkills Prime and ask Techy - our chatbot. Keep Learning! The Team at FutureSkills Prime Learn on the go! Download the FutureSkills Prime Mobile app Alternate text,Spam
17cf5349ddd6d7ab,19bds@vitstudent.ac.in,WEBINAR ON 3.5+1.5 Program in Binghamton University USA: reg,"Nov 06, 2021, 11:41:23","Nov 06, 2021, 18:00:00",0,Kind Attn: Final Year Students JOIN US FOR A VIRTUAL INFO SESSION WITH VELLORE INSTITUTE OF TECHNOLOGY (VIT) AND THE THOMAS J. WATSON COLLEGE OF ENGINEERING AND APPLIED SCIENCE HOW TO APPLY TO T HE 3.5,Normal
17cee48081eacd91,noreply@email.teams.microsoft.com,Raja posted a message,"Nov 05, 2021, 09:37:49","Nov 05, 2021, 09:37:51",5,"Dear Students, Here is the link to upload your file https://forms.office.com/r/jQ8NkeE1rr... ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌",Spam
17cdffbb1d41cfd5,19bds@vitstudent.ac.in,Fw: University of Queensland Design Challenges 2021-Winners-reg,"Nov 02, 2021, 14:58:51","Nov 02, 2021, 14:59:57",0,"Dear VITian's, I wish to inform that two teams from our Vellore and one team each from Chennai and VIT-AP are the Winners of University of Queensland Design Challenges 2021 on the theme' Flood",Normal
17cfe538de5de157,19bds@vitstudent.ac.in,Winter 2021 - 22 Academic Calendar (Seniors),"Nov 08, 2021, 12:13:14","Nov 08, 2021, 12:24:21",0,"Dear All, with thanks and regards, M. Anthony Xavior PhD Dean - Academics Vellore Institute of Technology Intercom: 2981 Mobile: 9443687391 VIT – Recognised as Institution of Eminence (IoE) by",Normal
17cf333f107bee26,19bds@vitstudent.ac.in,6th November - Today's Online events by Clubs and Chapters-reg,"Nov 06, 2021, 08:32:57","Nov 06, 2021, 08:34:00",0,"Dear VITian's, Office of Students' Welfare invites you for today's [6 th November] online events. THANIMA' 21 Even though a little late due to the pandemic/flood and knowledge transfer",Normal
17cee078ee43d7c6,19bds@vitstudent.ac.in,5th November - Today's Online events by Clubs and Chapters-reg,"Nov 05, 2021, 08:26:24","Nov 05, 2021, 08:27:25",0,"Dear VITian's, Office of Students' Welfare invites you for today's [5 th November] online events. World Tsunami Awareness Day Tsunamis are rare events but can be extremely deadly. In the",Normal
17cdc07a8f7f1b0e,19bds@vitstudent.ac.in,Atos It Challenge - Registrations invited for top teams,"Nov 01, 2021, 20:33:37","Nov 01, 2021, 20:34:22",0,Kind Attn: 3rd & 4th Years Greetings from ATOS and WELCOME to the 2021 edition of Atos IT Challenge! It's a pleasure to reach out to you and invite the best of your teams for participation.,Normal
17c82615a84aea40,19bds@vitstudent.ac.in,Greetings,"Nov 04, 2021, 18:16:13","Nov 04, 2021, 21:59:54",0,"Wish you a Happy Deepavali !!! Dr. Sekar Viswanathan, PhD Vice President VIT Phone: +91 416 220 2255 www.vit.ac.in VIT : Ranked within top 200 in Asia ( QS-Asia University Rankings 2022) VIT-AP: Apply",Normal
17cda138faa69f2d,19bds@vitstudent.ac.in,Congratulations,"Nov 01, 2021, 11:01:28","Nov 01, 2021, 11:28:08",0,"Dear VITian's, We are extremely happy to announce that Ms. Devadharshini (21BCC0279) has represented Vellore District, and won the Gold Medal (48 to 50 kg category) in the 4th South Zone Divisional",Normal
17cea92d8fe64d1a,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, This Diwali, Build Skills That Make You Shine ✨","Nov 04, 2021, 16:21:04","Nov 04, 2021, 16:21:05",0,Got Questions? Please visit FutureSkills Prime and ask Techy - our chatbot. Keep Learning! The Team at FutureSkills Prime Learn on the go! Download the FutureSkills Prime Mobile app Alternate text,Spam
17cd971d8d88355d,19bds@vitstudent.ac.in,1st November - Today's Online events by Clubs and Chapters-reg,"Nov 01, 2021, 08:30:37","Nov 01, 2021, 08:31:29",0,"Dear VITian's, Office of Students' Welfare invites you for today's [1st November] online events. World Vegan Day World Vegan Day is celebrated annually on 1st November. It was first",Normal
17ce9e118032628f,ashish.prasad@bloodconnect.org,BloodConnect Family Wishes You a Happy Diwali,"Nov 04, 2021, 13:06:49","Nov 04, 2021, 13:06:55",0,"Dear Mahin Jain, The entire BloodConnect Team wishes you a Bright and Joyous Diwali !!!! While you try to keep all your favourite sweets and gifts to yourself, we hope that you get the time to share",Spam
17ce8e7499f322a3,19bds@vitstudent.ac.in,4th November - Today's Online events by Clubs and Chapters-reg,"Nov 04, 2021, 08:33:07","Nov 04, 2021, 08:34:04",0,"Dear VITian's, Office of Students' Welfare invites you for today's [4 th November] online events. Happy Diwali Diwali, also known as Deepawali is one of the most loved festivals of the year",Normal
17cd429d47a7441d,noreply@email.teams.microsoft.com,Sasikala posted a message,"Oct 31, 2021, 07:54:42","Oct 31, 2021, 07:54:44",5,I will correct. Lot of meetings and other tasks during CAT 2 week ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17ce621af4cda2e7,sales@intrinio.com,Financial data has never been this simple,"Nov 03, 2021, 19:38:59","Nov 03, 2021, 19:39:04",0,"Introducing our new financial data packages for equities and options data, with clear tiers for your business stage. Mahin, We're excited to introduce the next step in our quest to make financial",Spam
17ccab0d0f7f06b6,19bds@vitstudent.ac.in,VIT Alumni Association: Calling students to participate in Song composition Competition-reg,"Oct 29, 2021, 11:45:20","Oct 29, 2021, 11:46:08",0,"Dear VITian's, Office of Alumni Affairs would like to create an Anthem (SONG) for the VIT Alumni Association (VITAA). The completion is open for all VIT students. Deadline for submission:15.12.2021",Normal
17ce59e4318c88d3,onlinecourses@nptel.iitm.ac.in,Ethics in Engineering Practice : Results Published !!,"Nov 03, 2021, 17:15:22","Nov 03, 2021, 17:15:27",0,"Dear Candidate, The exam scores and E Certificates have been released for Oct 23 & 24, 2021 Exam(s). Step 1 - Are the results of my courses released? Please check the Results published courses list",Normal
17cc99c2b46baddb,19bds@vitstudent.ac.in,29h October - Today's Online events by Clubs and Chapters-reg,"Oct 29, 2021, 06:42:55","Oct 29, 2021, 06:43:47",0,"Dear VITian's, Office of Students' Welfare invites you for today's [29 th October] online events. World Stroke Day World Stroke Day is celebrated on October 29, every year to raise",Normal
17cc6e2b20857e4e,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Be a Part of the Nationwide Digital Upskilling Revolution | Join Us Live 🧑🏽‍💻","Oct 28, 2021, 18:01:23","Oct 28, 2021, 18:01:58",0,"The FutureSkills Prime Platform is a joint initiative by the Ministry of Electronics and Information Technology (MeitY), Government of India and NASSCOM that is available to Indian Citizens residing in",Spam
17cc54b141893b2f,19bds@vitstudent.ac.in,"Joint VIT-BU Webinar Series-Autonomous Systems-Planning for Single, Multi and Human robot Systems-Session 4","Oct 28, 2021, 10:06:25","Oct 28, 2021, 10:36:44",0,"Dear VITians, Greetings! In continuation of the VIT-BU webinar series, the 4 th webinar session-“Planning for Single-robot, Multi-robot, and Human-robot Systems” is to be held on 29 October 2021 at 6:",Normal
17cc4afcabde2139,19bds@vitstudent.ac.in,28th October - Today's Online events by Clubs and Chapters-reg,"Oct 28, 2021, 07:46:15","Oct 28, 2021, 07:47:07",0,"Dear VITian's, Office of Students' Welfare invites you for today's [28 th October] online events. International Animation Day October 28, the International Animation Day was an",Normal
17cc1b6537b8fef4,19bds@vitstudent.ac.in,Soft Skill Courses _ CAT - I for First Year Students and CAT - II for Senior Students,"Oct 27, 2021, 17:53:11","Oct 27, 2021, 17:55:34",0,"Dear Student, Kind Attn: First Year Students (2021 Admitted students) of all programs except 3 year UG Programs CAT - I for soft skill courses (BSTS101P, STS1021, STS1101, LFS1101, STS4001, STS4011 and",Normal
17cc1a8490ef0fd7,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Your Invitation to Join FutureSkills Prime National Launch Event 📨","Oct 27, 2021, 17:35:54","Oct 27, 2021, 17:40:04",0,"The FutureSkills Prime Platform is a joint initiative by the Ministry of Electronics and Information Technology (MeitY), Government of India and NASSCOM that is available to Indian Citizens residing in",Spam
17cbb5a50bd1283f,19bds@vitstudent.ac.in,Students Interaction Meeting on VIT-UMD 1+1 MBA/MS program on 27 Oct 2021 at 18.00 hrs,"Oct 26, 2021, 12:01:09","Oct 26, 2021, 12:17:11",0,Students Interaction Meeting on VIT-UMD 1+1 MBA/MS program Date : 27 Oct 2021 Time : 18.00 hrs Link to join: https://umich.zoom.us/j/92901647359 Passcode: 407747 with regards Dr. C. Vijayakumar,Normal
17cbb5a50bd1283f,19bds@vitstudent.ac.in,FW: Students Interaction Meeting on VIT-UMD 1+1 MBA/MS program on 27 Oct 2021 at 18.00 hrs,"Oct 27, 2021, 12:52:33","Oct 27, 2021, 12:57:55",0,A gentle reminder (today @ 18.00 hrs) From: Director International Relations Sent: 26 October 2021 11:53 To: allstudents.vellore@vit.ac.in; allstudents.chennai@vit.ac.in Cc: ir1@vit.ac.in; ir3@vit.ac.,Normal
17ca1a057f46920c,19bds@vitstudent.ac.in,"VIT- Purdue joint webinar series - 29 October , 09 a.m.","Oct 21, 2021, 12:10:30","Oct 21, 2021, 12:23:43",0,"VIT- Purdue joint webinar series Join LIVE WEBINAR - Jointly organized by VIT, International Relations Office & Purdue University, USA Date : 29 th October, 2021 Time : 09:00 am Topic : “Embedded",Normal
17ca1a057f46920c,19bds@vitstudent.ac.in,"RE: VIT- Purdue joint webinar series - 29 October , 09 a.m.","Oct 27, 2021, 12:54:18","Oct 27, 2021, 12:57:43",0,"A gentle reminder (29 th Oct, 2021 @ 09:00 am) From: Director International Relations Sent: 21 October 2021 12:02 To: All Faculty Group, Vellore Campus; allstudents.vellore@vit.ac.in; allstudents.",Normal
17cbf8216075e8a0,19bds@vitstudent.ac.in,27th October - Today's Online events by Clubs and Chapters-reg,"Oct 27, 2021, 07:38:03","Oct 27, 2021, 07:39:06",0,"Dear VITian's, Office of Students' Welfare invites you for today's [27 th October] online events. The World Day for Audiovisual Heritage The World Day for Audiovisual Heritage takes place",Normal
17cbd9075de9cadf,19bds@vitstudent.ac.in,Congratulations !! FISERV Super Dream Summer Internship Selection List !!,"Oct 26, 2021, 22:34:58","Oct 26, 2021, 22:35:33",0,Congratulations !! FISERV Super Dream Summer Internship Selection List !! Reg.no Candidate name 19BCE0396 Mounvi Podapati 19BCE0647 Aritri Basu 19BCE10396 Sakshi Goel 19BCE1078 Alishma Bhardwaj,Normal
17cbd5b0aea7007f,19bds@vitstudent.ac.in,Higher Education- UPSC CIVIL SERVICES - SCHOLARSHIP TEST BY CHINMAYA ACADEMY FOR CIVIL SERVICES -OCTOBER 29 AND OCTOBER 31 VIT VELLORE AND CHENNAI CAMPUS-reg,"Oct 26, 2021, 21:36:11","Oct 26, 2021, 21:37:14",1,"Dear Students, As you are communicated in our previous mail that The Office of Career Development Centre, VIT was in the process of selecting Training teams for Civil services training for the students",Normal
17cbca8bffbd12ed,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Invitation to a NASSCOM Industry Event 📩","Oct 26, 2021, 18:22:18","Oct 26, 2021, 18:22:29",0,"Hi Mahin Jain, Here's to another power-packed and exciting event- NASTech 2021 scheduled from October 27-29, 2021, which is themed around “Resilience to Resurgence” and aims to bring together",Spam
17d30d01f639d630,19bds@vitstudent.ac.in,18th November - Today's Online events by Clubs and Chapters-reg,"Nov 18, 2021, 07:40:03","Nov 18, 2021, 07:41:26",0,"Dear VITian's, Office of Students' Welfare invites you for today's [18 th November] online events. Sappers Day The Corps of Engineers of the Indian Army, also called the Sappers celebrated",Spam
17d0ef2eced4b895,19bds@vitstudent.ac.in,"Re: VIT-IR-SBST- Purdue University , USA joint webinar series - 17 November ,Wedesday 2021 at 19.30 hrs","Nov 16, 2021, 18:12:20","Nov 17, 2021, 09:56:12",0,"A gentle reminder ( 17th November 2021) with best regards Dr Vijay kumar Chandrasekaran Director- International Relations Vellore Institute of Technology (VIT) Vellore-632014 Tamil Nadu, INDIA W : www.",Normal
17d329d55b7e17f2,19bds@vitstudent.ac.in,MICROSOFT Next round of Selection process is Scheduled on 22nd Nov 2021,"Nov 18, 2021, 16:04:25","Nov 18, 2021, 16:05:11",0,MICROSOFT Next round of Selection process is Scheduled on 22nd Nov 2021 Please find the below shortlisted students Mentioned below is the schedule of the students for Monday. My colleague will be,Normal
17d2c24c23d965a7,19bds@vitstudent.ac.in,"Webinar by Dartmouth College, USA on 18 November 2021","Nov 16, 2021, 23:17:37","Nov 17, 2021, 09:55:46",0,"LIVE WEBINAR - DARTMOUTH COLLEGE, USA Topic : Ph.D, MS, Master of Engineering Information Session Date : 18 November 2021 Time : 10:30 pm (Indian Standard Time) Link to Register https://apply.gs.",Normal
17d3223610b0266c,19bds@vitstudent.ac.in,FW: Call for Interns - CLOWAK INNOVATIONS,"Nov 18, 2021, 13:50:50","Nov 18, 2021, 13:52:09",0,"Forwarding an internship call from Clowak Innovations, a startup under incubation at VITTBI. Regards Dr.A.Balachandran Sr.General Manager VITTBI From: Clowak Innovations [mailto:clowakinnovations@gmail",Normal
17d2c24a08150223,19bds@vitstudent.ac.in,APPLY Today: Carnegie Mellon Summer Robotics Research for Undergraduate Students,"Nov 16, 2021, 18:47:55","Nov 17, 2021, 09:55:37",0,"Dear Students, We are forwarding a mail that we received in respect of Carnegie Mellon Summer Robotics Research for Undergraduate Students Those who are interested may make use of it. The appropriate",Normal
17d31eea4a236e96,19bds@vitstudent.ac.in,Antler Fellowships for Student Startup Founders,"Nov 18, 2021, 12:53:19","Nov 18, 2021, 12:54:23",0,Dear All Please visit the following link for details: https://www.antler.co/india-fellowship Regards Dr.A.Balachandran Sr.General Manager VITTBI,Normal
17d2c24984432136,19bds@vitstudent.ac.in,"INDO-UK HIGHER EDUCATION & CAREERS SUMMIT - 17 NOV, 2021","Nov 16, 2021, 20:28:25","Nov 17, 2021, 09:55:35",0,Attention : Computer Science Students INDO-UK HIGHER EDUCATION & CAREERS SUMMIT -2021-2022 Great Careers in the United Kingdom - COMPUTING You are invited to a Zoom meeting When: 17 NOV 2021 Time :,Normal
17d2eb7c7cbf7d46,19bds@vitstudent.ac.in,CAREER COUNSELLING -VIT-CDC- 'CAREER CLAIRVOYANCE 2021 - WEBINAR WITH UPSC CIVIL SERVICES TOPPER AIR-1 -November 20-6.30PM-reg,"Nov 17, 2021, 21:54:38","Nov 17, 2021, 21:55:36",0,"Dear Students, The Office of Career Development Centre, VIT is coming out with ""CAREER CLAIRVOYANCE '21' from November 10th onwards, where the students will be given an opportunity to know",Spam
17d317bfe50de2be,19bds@vitstudent.ac.in,Joint VIT-BU Webinar Series-Autonomous Systems-Automated Manipulation of Multiple Nanowires-Session 6,"Nov 18, 2021, 10:10:08","Nov 18, 2021, 10:49:09",0,"Dear VITians, Greetings! In continuation of the VIT-BU webinar series, the 6 th webinar session-“Automated Manipulation of Multiple Nanowires under a Common Electric Field” is to be held on 19 November",Normal
17d2e4f5ba9898dd,support@cloudhq.net,Our gift to you: Meeting Scheduler for Gmail,"Nov 17, 2021, 20:01:31","Nov 17, 2021, 20:01:33",0,"Thanks to your overwhelming support, we decided to continue making you more Chrome extensions that are proving to be major time savers. Here is one we would like you to try... Meeting Scheduler for",Spam
17d315662d11c0df,19bds@vitstudent.ac.in,Applying for Re-CAT - I (Freshers) and ReCAT - II (Seniors) - date extended,"Nov 18, 2021, 10:03:48","Nov 18, 2021, 10:08:05",0,"Dear Student, In continuation to the circular issued on 10th Nov. 2021 regarding the submission of Re-CAT - I (Freshers) and ReCAT - II (Seniors) application in VTOP, the link has been enabled for",Normal
17d2c1f6681d8def,19bds@vitstudent.ac.in,Industry expert from Sigapore - Guest Lecture Invite,"Nov 17, 2021, 03:24:35","Nov 17, 2021, 09:49:55",1,"Dear All, Safe. Find enclosed is the Guest lecture iinvitation. Dr. Sakthivel Sekar, Head, Industry Development and Commercialization, MedTech/Dx/Digital Health Industry Cluster, Enterprise Division, A",Normal
17d2df8780d11094,19bds@vitstudent.ac.in,IMPORTANT: VTOP Service Interruption from 28th Nov. to 30th Nov. 2021,"Nov 17, 2021, 18:24:16","Nov 17, 2021, 18:26:38",0,"Dear All, Kindly be informed that, SDC has planned for a major VTOP upgradation between 28th Nov. 2021 (Sunday) 7.00 PM and 30th Nov. 2021 (Tuesday) 7.00 PM. During this period, VTOP services will not",Normal
17d313b4865f1472,19bds@vitstudent.ac.in,VIT - Binghamton Joint Weinar Series - Fifth Session - Reg,"Nov 18, 2021, 09:17:04","Nov 18, 2021, 09:38:28",0,"Dear Students, Warm Greetings!! We cordially invite you to the fifth session of this VIT - Binghamton Joint Webinar Series titled “Encrypted Network Traffic Analysis using Deep Learning Techniques” by",Normal
17d2c1f65f066e57,19bds@vitstudent.ac.in,"Webinar on 2+2 ITP-- University of Evansville, USA: reg","Nov 16, 2021, 23:27:40","Nov 17, 2021, 09:50:05",0,"Dear Students, VIT INTERNATIONAL RELATIONS OFFICE ORGANISES A WEBINAR ON 2+2 International Transfer Program for FALL 2022 admissions TO UNIVERSITY OF EVANSVILLE, USA On November 18, Thursday, 7:30-8:30",Normal
17d30ead22ae2ac4,noreply.moovit@vit.ac.in,You have upcoming activities due,"Nov 18, 2021, 08:10:31","Nov 18, 2021, 08:10:36",0,"Hi MAHIN JAIN, You have upcoming activities due: Activity-5 and 6 Complete Data Set Upload Part-2 is due When: Tuesday, 23 November 2021, 11:00 PM Course: CSE3046 Programming for Data Science Fall 2021",Normal
17d2da7c12d9f695,19bds@vitstudent.ac.in,Fw: Student achievement : 3rd position in Eureka-Varroc's idea generation competition 2021,"Nov 17, 2021, 16:22:52","Nov 17, 2021, 16:58:29",5,"Dear All, On behalf of SMEC, I congratulate Mr. Pranav Jayeshbhai Keshariya (18BME0258), Mr. Prashant Sharma (18BEM0079), Mr. Avinandan Krishna Mandal(18BME0235) and Mr. Reshwanth KNGL (18BME0379) for",Spam
17d2c1f091e49216,19bds@vitstudent.ac.in,"Re: Webinar by Dartmouth College, USA on 16 November 2021 - Changed time : 8:30 pm","Nov 16, 2021, 19:07:39","Nov 17, 2021, 09:49:41",0,"A gentle reminder (Today @ : 8:30 PM) From: Dr.C.Vijay Kumar, Director (IR) Sent: Saturday, November 6, 2021 12:58 PM To: allstudents.vellore@vit.ac.in; allstudents.chennai@vit.ac.in Cc: IRO Group,",Spam
17d2d413bbfecbf2,19bds@vitstudent.ac.in,Reminder: Schneider Electric | Crux of the Matter Learning Session for Students and Faculty | Emerging Trends in Supply Chain,"Nov 17, 2021, 15:08:08","Nov 17, 2021, 15:06:29",1,"Reminder! Dear Campus Partner, This is a registration reminder for the students & faculty of your institute for an exclusive webinar with senior leaders from our Global Supply Chain division, which",Spam
17d2c1cc983a3f79,19bds@vitstudent.ac.in,FW: Invitation for Engineering Students Festival 2021,"Nov 17, 2021, 09:45:58","Nov 17, 2021, 09:47:03",1,"----- Forwarded message ----- From: Engineering Student Festival IISF <engistudfest@scienceindiafest.org> Sent: Tuesday, 16 November, 2021, 11:41:17 am IST Subject: Invitation for Engineering",Spam
17d2c7d5a5e45976,onlinecourses@nptel.iitm.ac.in,NPTEL Newsletter: Enrollment is open now for Jan 2022 Semester!,"Nov 17, 2021, 11:07:28","Nov 17, 2021, 11:32:32",0,Help Video Course List Timelines Read more Read more YouTube Link Read more FOLLOW US Facebook Instagram Twitter YouTube LinkedIn -- To unsubscribe from this group and stop receiving emails from it:,Spam
17d2ba14dfca8e7d,19bds@vitstudent.ac.in,17th November - Today's Online events by Clubs and Chapters-reg,"Nov 17, 2021, 07:30:57","Nov 17, 2021, 07:32:11",0,"Dear VITian's, Office of Students' Welfare invites you for today's [17 th November] online events. National Epilepsy Day In India, November 17 is observed every year as National Epilepsy",Spam
17d2c7183250119b,onlinecourses@nptel.iitm.ac.in,NPTEL Newsletter: This is a test mail!,"Nov 17, 2021, 10:57:03","Nov 17, 2021, 11:19:36",0,"Thanks and Regards, NPTEL TEAM. -- You received this message because you are subscribed to the Google Groups ""NPTEL Newsletter"" group. To unsubscribe from this group and stop receiving emails",Spam
17d28d7f0e94540e,no-reply@unicheck.com,Your assignment was checked,"Nov 16, 2021, 18:32:59","Nov 16, 2021, 18:33:00",0,"Dear Unicheck user, You received this notification because your course curator shared the similarity checking results of your assignment Assignment: Activity-5 and 6 Data Set Upload. This is a brief",Normal
17d2c64a434cb480,onlinecourses@nptel.iitm.ac.in,NPTEL Newsletter: NPTEL: Enrollment is open now for Jan 2022 Semester!,"Nov 17, 2021, 10:41:05","Nov 17, 2021, 11:05:33",0,Help Video Course List Timelines Read more Read more YouTube Link Read more FOLLOW US Facebook Instagram Twitter YouTube LinkedIn To unsubscribe from this group and stop receiving emails from it: Log,Spam
17d2c62d3bb48822,19bds@vitstudent.ac.in,Higher Education - UPSC CIVIL SERVICES ADMISSIONS- VIT CHENNAI/VELLORE -Registration BATCH -2 - SLOT: NOVEMBER-reg,"Nov 17, 2021, 11:02:25","Nov 17, 2021, 11:03:37",4,"Dear Students, As you are communicated in our previous mail that The Office of Career Development Centre, VIT was in the process of selecting Training teams for Civil services training for the students",Spam
17d3b3c93de3cb01,19bds@vitstudent.ac.in,Yantra 20th events-reg,"Nov 20, 2021, 08:14:46","Nov 20, 2021, 08:16:06",0,"Dear VITian's, The Office of Students' Welfare invites you for today's exclusive Yantra online events. Registrations open on VTOP for all events! Certificates will be given for the",Spam
17d3b3095e6c12b4,19bds@vitstudent.ac.in,20th November - Today's Online events by Clubs and Chapters-reg,"Nov 20, 2021, 08:01:42","Nov 20, 2021, 08:02:59",0,"Dear VITian's, Office of Students' Welfare invites you for today's [20 th November] online events. World Children's Day World Children's Day was first established in 1954 as",Normal
17d3ad634f75cd04,19bds@vitstudent.ac.in,CAREER COUNSELLING -VIT-CDC- 'CAREER CLAIRVOYANCE 2021 - WEBINAR - UPSC CIVIL SERVICES - TOMORROW -6.30PM-reg,"Nov 20, 2021, 06:23:24","Nov 20, 2021, 06:24:17",0,"Dear Students, The Office of Career Development Centre, VIT is coming out with ""CAREER CLAIRVOYANCE '21' from November 10th onwards, where the students will be given an opportunity to know",Spam
17d39ce759faa6d3,no-reply@dscvit.com,DevJams'21 - Registrations open till 20th!,"Nov 20, 2021, 01:36:09","Nov 20, 2021, 01:36:11",0,"Greetings from GDSC VIT! We are organizing the 6th edition of our flagship hackathon, DevJams from 20th to 22nd November 2021 which aims to encourage healthy competition in order to incubate futuristic",Normal
17d38f5de43d6eae,19bds@vitstudent.ac.in,Student Information Session | Semester Abroad Projects | University of Plymouth |,"Nov 19, 2021, 10:21:57","Nov 19, 2021, 21:39:37",0,"Dear Students Student Information Session on ""Semester Abroad Projects | University of Plymouth, UK"" Date : 24 November 2021, Wednesday Time : 11:00 am (Indian Standard Time) Zoom Meeting",Spam
17d38c14d57385c1,noreply@email.teams.microsoft.com,VAISHNAV sent a message,"Nov 19, 2021, 20:42:10","Nov 19, 2021, 20:42:12",5,I didnt get anything broo ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17d38a640092f6d1,19bds@vitstudent.ac.in,SW News Letter- October 2021-reg,"Nov 19, 2021, 20:10:12","Nov 19, 2021, 20:12:41",1,"Dear VITian's, The month of October marks the onset of vibrant Indian festivals and bountiful celebrations. The breezy yet cold winds of October bring out the joyous festive spirits in us while we",Spam
17d3848c47541bd1,19bds@vitstudent.ac.in,Yantra: Today's Events-reg,"Nov 19, 2021, 18:29:09","Nov 19, 2021, 18:30:34",0,"Dear VITian's, The Office of Students' Welfare invites you for today's exclusive Yantra online events. Events on 19 th November 2021 [Yantra – Day 0] Association for Computing Machinery",Spam
17d37c070d533cbb,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Looking to Get Certified in Big Data? 😎Start Now ➡️","Nov 19, 2021, 16:01:36","Nov 19, 2021, 16:01:38",0,"Completing content and getting certified on FutureSkills Prime, can go a long way in your journey of becoming a Big Data Scientist! You can also earn incentives worth INR 14500* Fundamentals of Data",Spam
17d37943a9c9e5d7,19bds@vitstudent.ac.in,19th November - Today's Online events by Clubs and Chapters-reg,"Nov 19, 2021, 09:37:47","Nov 19, 2021, 15:13:22",0,"Dear VITian's, Office of Students' Welfare invites you for today's [19 th November] online events. International Men's Day International Men's Day, observed on the 19th of November",Spam
